tweetText,tweetCreated,tweetLength,negSentiment,neuSentiment,posSentiment,comSentiment,Sentiment_Label
@NeilRey20778868 @vincent13031925 @elonmusk @Tesla Look at your calendar,########,72,0,1,0,0,Positive
RT @TeslaOwnersTwn: Test ride weekend! @TeslaOwnersTwn this weekend provided free test rides to a group of 270+ BMW owners. They were thoroâ€¦,########,140,0,0.848,0.152,0.5562,Positive
@trini0t3y @Tesla @elonmusk Exactly!,########,36,0,1,0,0,Positive
RT @uday_birje: ðŸ‡®ðŸ‡³ðŸ‡ºðŸ‡¸When PM @narendramodi Visited @Tesla Manufacturing Facility In California. Hosted by the CEO @elonmusk himself. 2019-20â€¦,########,140,0,1,0,0,Neutral
"@ShaunTaylorDC @johnabella @Tesla If u r happy with ur car then I am happy for u ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ» speaking of maintenance, itâ€¦ https://t.co/ZjGeoRw6Ey",########,140,0,0.684,0.316,0.8126,Positive
"Latest rating of 1,000+ US employers on equitable benefits, non-discrim practices, inclusive culture re: #LGBTQ worâ€¦ https://t.co/yfV4bSQRzB",########,140,0,0.86,0.14,0.3818,Neutral
@stang2k @auto_schmidt @franz_rother @Tesla @ElectrekCo @BertelSchmitt @Tweetermeyer @CGrantWSJ @BAFA_Bund New Germâ€¦ https://t.co/eCaVfHKtzP,########,140,0,1,0,0,Negative
RT @whatsinside: Bought a time machine off EBay. Can now confirm when @Tesla is coming out with next gen roadster. You may not like the ansâ€¦,########,140,0.081,0.919,0,-0.2755,Negative
@bcartwright86 @zollotech @Tesla Exactly ðŸ¤”,########,42,0,1,0,0,Neutral
Who would you like to give a @Tesla car gift ? : @elonmusk ðŸ˜,########,60,0,0.567,0.433,0.8126,Neutral
@williamfong206 @Tesla It's not new even if its been used as a loaner/test drive vehicle + managed to rack up nearlâ€¦ https://t.co/jMscJ1gtOb,########,140,0,1,0,0,Neutral
"@RayDetroit @Tesla @StatsTeslaApp Hard to argue with this, they do look very sleek! Summer will come soon https://t.co/lNUEuERnNm",########,129,0.204,0.796,0,-0.4753,Neutral
"@tesla How can I get in the car &amp; drive come back without a key being with me? I am astonished that after 6 months, this happened.",########,134,0,0.894,0.106,0.3818,Issue
"RT @Erdayastronaut: I drove 4,500 miles in 10 days in my @Tesla #model3. I canâ€™t tell you how relaxing and easy it is with autopilot and Teâ€¦",########,140,0,0.79,0.21,0.7269,Positive
"@tesla As soon as I stated driving something didnâ€™t feel right. Finished shopping. Car was behaving unusual.
 
 
 
 Cameâ€¦ https://t.co/o9tYhFgsVc",########,140,0,1,0,0,Issue
"@Tesla: Love my X. But, How could this even happen!!!!???
 
 
 
 received v8.3 update 2 days ago with Sentry mode. Yesterâ€¦ https://t.co/AkwjMktB17",########,140,0,0.815,0.185,0.6495,Issue
@sascha_p @auto_schmidt @stang2k @franz_rother @Edison_Media @Tesla @ElectriveNet @ElectrekCo @BertelSchmittâ€¦ https://t.co/aJpXepPDER,########,133,0,1,0,0,Issue
"@auto_schmidt @RenatoD14713839 @franz_rother @Tesla @ElectrekCo @BertelSchmitt @Tweetermeyer @CGrantWSJ @BAFA_Bund Okay, then we got it. :)",########,139,0,0.726,0.274,0.5994,Neutral
@Tesla @elonmusk @MinimalDuck Lannister.,########,40,0,1,0,0,Neutral
"RT @phibetakitten: BREAKING: In a desperate and transparent attempt to mask anemic sales and plummeting demand, @Tesla has hired crisis acâ€¦",########,140,0.317,0.683,0,-0.7845,Negative
"RT @Ruwanpdx: First road trip in the model 3! Down the coast from Portland to Big Sur with some adventures in between. Over 2000 miles, noâ€¦",########,139,0,0.903,0.097,0.4003,Neutral
"@TeslaOwnersTwn @Tesla @elonmusk Smart, everyone knows that once you sit behind the wheel of a Tesla that you willâ€¦ https://t.co/8KJhwsshJh",########,139,0,0.87,0.13,0.4019,Positive
RT @whatsinside: Bought a time machine off EBay. Can now confirm when @Tesla is coming out with next gen roadster. You may not like the ansâ€¦,########,140,0.081,0.919,0,-0.2755,Negative
@dealer_of_happy @Tesla @StatsTeslaApp Well I just found out that the @statsTeslaApp is only available for IOS so Iâ€¦ https://t.co/dGk4H8xmMK,########,140,0,0.89,0.11,0.2732,Issue
"RT @ashk4n: Woah.
 
 
 
 Researchers successfully trick @Tesla autopilot into driving into opposing traffic via â€œsmall stickers as interference pâ€¦",########,140,0.056,0.794,0.15,0.4588,Negative
@elonmusk @TesLatino @mcjamez @TeslaAnswers @flcnhvy @Erdayastronaut @DiscoverMag @Tesla But bass is timid in Spaceâ€¦ https://t.co/suQ4CRSFel,########,140,0.152,0.848,0,-0.3612,Issue
@mikehen08 @EnStockResearch @mrcanada11 @jeffmjenkins @CrenimNCC @elonmusk @Tesla Right. Or Samâ€™s Club.,########,103,0,1,0,0,Neutral
@redmor11 @jeffmjenkins @AriHD_ @elonmusk @Tesla Well u can make simple Things complicated for no Reason.,########,105,0.135,0.736,0.129,-0.0258,Negative
"RT @Tesla: We activated our first Superchargers 6 years ago. Today, we have more than 12,000 of them at 1,400 sites around the world. ðŸ“¸ @Miâ€¦",########,140,0,1,0,0,Neutral
@tesla @elonmusk You know what would be a great April Fools joke? Shipping me a Model X. Haha that'd be funny right?,########,116,0.104,0.488,0.408,0.8541,Neutral
"RT @Erdayastronaut: I drove 4,500 miles in 10 days in my @Tesla #model3. I canâ€™t tell you how relaxing and easy it is with autopilot and Teâ€¦",########,140,0,0.79,0.21,0.7269,Positive
"@RayDetroit @Tesla @StatsTeslaApp Driving in your conditions, I think you will benefit a lot from this app.
 
 
 
 Tiresâ€¦ https://t.co/m0Z8w9rEvI",########,139,0,0.842,0.158,0.4588,Neutral
@miantosca4 @AnthroPunk @JoelVanderWerf @ashk4n @Tesla @ryanaraine @keen_lab We are going to have to go full on toâ€¦ https://t.co/X6A02yaEzn,########,139,0,1,0,0,Neutral
RT @whatsinside: Bought a time machine off EBay. Can now confirm when @Tesla is coming out with next gen roadster. You may not like the ansâ€¦,########,140,0.081,0.919,0,-0.2755,Negative
"RT @Ruwanpdx: First road trip in the model 3! Down the coast from Portland to Big Sur with some adventures in between. Over 2000 miles, noâ€¦",########,139,0,0.903,0.097,0.4003,Positive
@auto_schmidt @RenatoD14713839 @stang2k @franz_rother @Edison_Media @Tesla @ElectriveNet @ElectrekCo @BertelSchmittâ€¦ https://t.co/viL3phBvuM,########,140,0,1,0,0,Neutral
@williamfong206 @Tesla If it was me I'd go back and kindly let them know your feelings. Also suggest if they don'tâ€¦ https://t.co/cFaVeenzjm,########,140,0,0.868,0.132,0.4939,Neutral
@williamfong206 @scot_work @Tesla Youâ€™re welcome. Hold your stance with conviction if they push back â€” you deserveâ€¦ https://t.co/8EDo41lv2t,########,139,0,0.842,0.158,0.4588,Neutral
"@Apple , you guys need to stop poaching @Tesla employees, get your own people and train them, EV is not your thing.â€¦ https://t.co/dNRnW9Dixq",########,140,0.095,0.905,0,-0.296,Negative
@flippijones @TeslaSchweiz @TeslaModel3News @Tesla @elonmusk First time I see one in silver; this colour matches the 3 very well!,########,129,0,0.856,0.144,0.3989,Positive
@dealer_of_happy @Tesla @StatsTeslaApp I will download the stats app now and check it out. I have 22 inch wheels anâ€¦ https://t.co/s5e44Vvi6M,########,140,0,1,0,0,Neutral
@RenatoD14713839 @stang2k @franz_rother @Edison_Media @Tesla @ElectriveNet @ElectrekCo @BertelSchmitt @Tweetermeyerâ€¦ https://t.co/ZdPhhETlYP,########,140,0,1,0,0,Neutral
"RT @RogerioFilipe5: @Tesla @elonmusk I paid my Model 3 P, did not deliver it on March 31 as agreed, and nobody knows whatâ€™s going on. Whatâ€¦",########,139,0,0.916,0.084,0.2732,Issue
@williamfong206 @Tesla Don't feel bad. A $Tslaq bruh had a small rodent that kept accessing his cabin via the poorâ€¦ https://t.co/vGK3zPWTsf,########,139,0,0.863,0.137,0.431,Neutral
@stang2k @RenatoD14713839 @franz_rother @Edison_Media @Tesla @ElectriveNet @ElectrekCo @BertelSchmitt @Tweetermeyerâ€¦ https://t.co/jgCQZAt7ma,########,140,0,1,0,0,Neutral
@flippijones @TeslaSchweiz @TeslaModel3News @Tesla @elonmusk How did you get a silver one?? Had it been available Iâ€¦ https://t.co/sI5iypKv1Q,########,140,0,1,0,0,Issue
@RenatoD14713839 @auto_schmidt @franz_rother @Edison_Media @Tesla @ElectriveNet @ElectrekCo @BertelSchmittâ€¦ https://t.co/YBJGuO3DGr,########,131,0,1,0,0,Neutral
@Hashtaggiting @scot_work @Tesla Thanks thatâ€™s my plan. I was so excited to get a new Tesla but this wasnâ€™t cool at all,########,119,0,0.71,0.29,0.7148,Negative
@williamfong206 @Tesla I thought it was only Subaru that was dog tested and dog approved.,########,89,0,0.823,0.177,0.4215,Neutral
@mrkylefield @Tesla @elonmusk Drivers donâ€™t even need to be tricked. I see people driving the wrong way on a one way road all the time,########,134,0.183,0.817,0,-0.5719,Neutral
"RT @Erdayastronaut: I drove 4,500 miles in 10 days in my @Tesla #model3. I canâ€™t tell you how relaxing and easy it is with autopilot and Teâ€¦",########,140,0,0.79,0.21,0.7269,Positive
@RayDetroit @Tesla You would happen to have @StatsTeslaApp would you? I would be very curious to see your stats...â€¦ https://t.co/ygEDfYaKn6,########,139,0,0.874,0.126,0.3804,Neutral
"@Two20Zer0 @arctechinc @Tesla @elonmusk I'm interested, how many miles do you do in a shift?",########,92,0,0.828,0.172,0.4019,Neutral
RT @whatsinside: Bought a time machine off EBay. Can now confirm when @Tesla is coming out with next gen roadster. You may not like the ansâ€¦,########,140,0.081,0.919,0,-0.2755,Negative
RT @TeslaOwnersTwn: Test ride weekend! @TeslaOwnersTwn this weekend provided free test rides to a group of 270+ BMW owners. They were thoroâ€¦,########,140,0,0.848,0.152,0.5562,Positive
@thenerdyfellow @oneplus @Tesla That's a McLaren P1 with op Branding,########,68,0,1,0,0,Neutral
RT @MinimalDuck: Just parked my #Model3 in a spot that wouldnâ€™t allow me to get out bc of a support column. So I got out and backed in usinâ€¦,########,140,0,0.801,0.199,0.5719,Negative
@syph007 @Tesla 729 used as loaner/test drive car. But how can you deliver a car like that and expect someone to taâ€¦ https://t.co/3rOez7eKjR,########,140,0,0.866,0.134,0.5023,Negative
"RT @jpr007: This says that Tesla has now broken through 7,000 vehicles in Norway for Q1 - totals shown add up to 7,001 and Sunday has stillâ€¦",########,140,0.11,0.89,0,-0.4767,Neutral
Hanging with my bro ButtonWillowRaceway Loving my P3D just set a,3/31/2019 17:23,64,0,0.698,0.302,0.5994,Positive
RT 1 So this happened in Denmark s Lifetime Achievement Award a blue Model 3 has finally arrived,3/31/2019 17:22,96,0,0.788,0.212,0.5423,Positive
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:22,120,0.065,0.761,0.174,0.4588,Negative
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:22,120,0.065,0.761,0.174,0.4588,Negative
are you up to speed on Canada s new budget Under 45 000 BASE PRICE for 5000 fed rebate 5000 mo,3/31/2019 17:21,94,0,1,0,0,Neutral
Holy,3/31/2019 17:21,4,0,1,0,0,Neutral
Congrats all Can t wait to hear the numbers Looks like you knocked it out of the park,3/31/2019 17:21,85,0,0.718,0.282,0.7096,Positive
RT Tesla add another Supercharger Station in Shanghai China over the weekend Shanghai has the most Tesla Supercharger,3/31/2019 17:21,117,0,1,0,0,Neutral
1 So this happened in Denmark s Lifetime Achievement Award a blue Model 3 has finally arr,3/31/2019 17:21,89,0,0.774,0.226,0.5423,Positive
RT Ways amp have improved my model3 over the last 60 days 5 peak power increase range increase to 325 mi,3/31/2019 17:21,104,0,0.688,0.312,0.7717,Positive
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:21,120,0.065,0.761,0.174,0.4588,Negative
Brought to you by,3/31/2019 17:21,17,0,1,0,0,Neutral
on our Christmas tour in snowy conditions we drove 5000km in 5 days With a 2015 S,3/31/2019 17:21,81,0,1,0,0,Neutral
RT Here s a video of the lab Fake Lane Attack causing the to drive into opposing lane by placing stickers on the gr,3/31/2019 17:21,115,0.237,0.763,0,-0.7351,Negative
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:21,120,0.065,0.761,0.174,0.4588,Neutral
The last day of Q1 Happy delivery Looking forward to your shining 1Q19 Tesla 1Q19 TSLA,3/31/2019 17:20,86,0,0.802,0.198,0.5719,Positive
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:20,120,0.065,0.761,0.174,0.4588,Negative
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:20,120,0.065,0.761,0.174,0.4588,Negative
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:20,120,0.065,0.761,0.174,0.4588,Negative
RT Just parked my Model3 in a spot that wouldn t allow me to get out bc of a support column So I got out and backed in usin,3/31/2019 17:19,123,0,0.794,0.206,0.5719,Neutral
RT Dog mode is good for more than just dogs Thanks for a fantastic car,3/31/2019 17:19,70,0,0.539,0.461,0.8555,Positive
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:19,120,0.065,0.761,0.174,0.4588,Negative
RT Congratulation to China Team You guys did an amazing job Thank you very much TSLA Tesla China Tesl,3/31/2019 17:18,101,0,0.611,0.389,0.8807,Positive
RT Hi my dad s 75th birthday is in 2 weeks He s a big fan of Tesla and Elon Musk he bought 1 of the f,3/31/2019 17:18,101,0,0.897,0.103,0.3182,Positive
RT leitman,3/31/2019 17:18,10,0,1,0,0,Neutral
RT Woah Researchers successfully trick autopilot into driving into opposing traffic via small stickers as interference p,3/31/2019 17:17,120,0.065,0.761,0.174,0.4588,Negative
RT,3/31/2019 17:17,2,0,1,0,0,Neutral
RT Here s a video of the lab Fake Lane Attack causing the to drive into opposing lane by placing stickers on the gr,3/31/2019 17:17,115,0.237,0.763,0,-0.7351,Negative
